Source,Target
lauhala,textile screw pine
launce,sand eel
launce,sand lance
launce,sand launce
launch,established
launch,plunge
launch,set in motion
launch,set up
launch area,launch pad
launch area,launching pad
launch area,launchpad
launch area,pad
launch pad,launching pad
launch pad,launchpad
launch pad,pad
launcher,rocket launcher
launching pad,launchpad
launching pad,pad
launchpad,pad
launderette,laundromat
laundress,laundrywoman
laundress,washerwoman
laundress,washwoman
laundry,wash
laundry,washables
laundry basket,voider
laundryman,washerman
laundrywoman,washerwoman
laundrywoman,washwoman
laurel,laurel wreath
laurel-tree,persea borbonia
laurel-tree,red bay
laurel cherry,mock orange
laurel cherry,prunus caroliniana
laurel cherry,prunus laurocerasus
laurel cherry,wild orange
laurel family,family lauraceae
laurel family,lauraceae
laurel oak,pin oak
laurel oak,quercus imbricaria
laurel oak,quercus laurifolia
laurel oak,shingle oak
laurel sumac,malosma laurina
laurel sumac,rhus laurina
laurel willow,salix pentandra
laurel wreath,medal
laurel wreath,medallion
laurel wreath,palm
laurel wreath,ribbon
laurelwood,calophyllum candidissimum
lav,lavatory
lav,toilet
lavabo,wash-hand basin
lavabo,washbasin
lavabo,washbowl
lavalier,lavaliere
lavalier,lavalliere
lavaliere,lavalliere
lavation,wash
lavatory,toilet
lavatory,washbasin
lavatory,washbowl
lavatory,washstand
lavender cotton,santolina chamaecyparissus
laver,red laver
laver,sea lettuce
lavishness,sumptuosity
lavishness,sumptuousness
law,law of nature
law,legal philosophy
law,natural law
law,police
law,police force
law,practice of law
law-breaking,offence
law-makers,legislative assembly
law-makers,legislative body
law-makers,legislature
law merchant,mercantile law
law of action and reaction,newton's third law
law of action and reaction,newton's third law of motion
law of action and reaction,third law of motion
law of areas,kepler's second law
law of areas,law of equal areas
law of conservation of mass,law of conservation of matter
law of constant proportion,law of definite proportions
law of equal areas,kepler's second law
law of equivalent proportions,law of reciprocal proportions
law of gravitation,newton's law of gravitation
law of large numbers,bernoulli's law
law of motion,newton's law
law of motion,newton's law of motion
law of multiple proportions,dalton's law
law of parsimony,occam's razor
law of parsimony,ockham's razor
law of parsimony,principle of parsimony
law of partial pressures,dalton's law
law of partial pressures,dalton's law of partial pressures
law of proximity,proximity
law of similarity,similarity
law of volumes,charles's law
law of volumes,gay-lussac's law
law offender,lawbreaker
law officer,lawman
law officer,peace officer
law school,school of law
lawgiver,lawmaker
lawlessness,outlawry
lawman,peace officer
lawn cart,wheelbarrow
lawn mower,mower
lawn tennis,tennis
lawrencium,lr
lawsuit,suit
lawyer bush,lawyerbush
lawyer bush,rubus australis
lawyer bush,rubus cissoides
lawyer cane,calamus australis
lawyerbush,rubus australis
lawyerbush,rubus cissoides
laxation,loosening
laxity,laxness
lay-by,layby
lay-by,pull-off
lay-by,rest area
lay-by,rest stop
lay-up,layup
layabout,loafer
layby,pull-off
layby,rest area
layby,rest stop
layer,layered
layer,stratum
laying waste,ruin
laying waste,ruination
layman,layperson
layover,stop
layover,stopover
lazar,leper
lazar house,lazaret
lazar house,lazarette
lazar house,lazaretto
lazar house,pesthouse
lazaret,lazarette
lazaret,lazaretto
lazaret,pesthouse
lazarette,lazaretto
lazarette,pesthouse
lazaretto,pesthouse
laziness,sloth
lb,pound
lbf.,pound
lcm,least common multiple
lcm,lowest common multiple
lea,ley
lea,pasture
lea,pastureland
leach,striped
leach,stripped
leach,percolate
lead-acid accumulator,lead-acid battery
lead-in,lede
lead acetate,sugar of lead
lead carbonate,white lead
lead colic,painter's colic
lead line,sounding line
lead plant,amorpha canescens
lead plant,leadplant
lead poisoning,plumbism
lead tetraethyl,tetraethyl lead
lead tree,leucaena glauca
lead tree,leucaena leucocephala
lead tree,white popinac
leaded gasoline,leaded petrol
leader,loss leader
leading astray,leading off
leading light,luminary
leading tone,subtonic
leadplant,amorpha canescens
leadwort,plumbago europaea
leadwort family,family plumbaginaceae
leadwort family,plumbaginaceae
leadwort family,sea-lavender family
leaf,flip
leaf,leafed
leaf,thumbed
leaf,flick
leaf,leafage
leaf,riff
leaf,riffle
leaf-cutter,leaf-cutter bee
leaf-cutter,leaf-cutting bee
leaf-cutter bee,leaf-cutting bee
leaf-foot bug,leaf-footed bug
leaf-miner,leaf miner
leaf-nosed bat,leafnose bat
leaf-roller,leaf roller
leaf beet,beta vulgaris cicla
leaf beet,spinach beet
leaf beet,swiss chard
leaf bug,plant bug
leaf cast,needle blight
leaf cast,needle cast
leaf fat,leaf lard
leaf form,leaf shape
leaf insect,walking leaf
leaf lettuce,lactuca sativa crispa
leaf lettuce,loose-leaf lettuce
leaf mold,leaf mould
leaf mold,leaf soil
leaf mould,leaf soil
leaf mustard,brassica juncea
leaf mustard,mustard
leaf mustard,mustard greens
leaf node,node
leaflet,pamphlet
leafstalk,petiole
leafy liverwort,scale moss
leafy spurge,euphorbia esula
leafy spurge,wolf's milk
leak,leakage
leak,making water
leak,news leak
leak,outflow
leak,passing water
leak,leak out
leak fungus,rhizopus stolonifer
leak fungus,ring rot fungus
leakage,outflow
leap,saltation
leap,spring
leap,jump off
leap day,Feb-29
learned person,pundit
learned person,savant
learned reaction,learned response
learnedness,learning
learnedness,scholarship
learner,prentice
learner,scholar
learner's dictionary,school dictionary
learning,scholarship
learning ability,mental capacity
learning ability,mentality
learning ability,wit
learning disability,learning disorder
lease,chartered
lease,engaged
lease,hired
lease,leased
lease,taken
lease,taking
lease,let
lease,rent
lease,term of a contract
lease-lend,lend-lease
lease giver,lessor
leaseholder,lessee
leash,3
leash,iii
leash,rope
leash,tercet
leash,ternion
leash,terzetto
leash,tether
leash,threesome
leash,tierce
leash,trey
leash,triad
leash,trine
leash,trinity
leash,trio
leash,triplet
leash,troika
least bittern,ixobrychus exilis
least common multiple,lowest common multiple
least effort,least resistance
least sandpiper,erolia minutilla
least sandpiper,stint
least shrew,cryptotis parva
least squares,method of least squares
leather fern,acrostichum aureum
leather fern,leatherleaf fern
leather fern,polystichum adiantiformis
leather fern,rumohra adiantiformis
leather fern,ten-day fern
leather flower,clematis versicolor
leather flower,clematis viorna
leather flower,vase-fine
leather flower,vase vine
leather soap,saddle soap
leatherback,dermochelys coriacea
leatherback,leatherback turtle
leatherback,leathery turtle
leatherback turtle,dermochelys coriacea
leatherback turtle,leathery turtle
leatherfish,leatherjacket
leatherjack,leatherjacket
leatherleaf,chamaedaphne calyculata
leatherleaf,leathery polypody
leatherleaf,polypodium scouleri
leatherleaf fern,polystichum adiantiformis
leatherleaf fern,rumohra adiantiformis
leatherleaf fern,ten-day fern
leatherleaf saxifrage,leptarrhena pyrolifolia
leatherleaf wood fern,dryopteris marginalis
leatherleaf wood fern,marginal wood fern
leatherneck,marine
leatherneck,shipboard soldier
leatherwood,cyrilla racemiflora
leatherwood,dirca palustris
leatherwood,moose-wood
leatherwood,moosewood
leatherwood,ropebark
leatherwood,white titi
leatherwood,wicopy
leathery grape fern,botrychium multifidum
leathery polypody,polypodium scouleri
leathery turtle,dermochelys coriacea
leave,departed
leave,forgotten
leave,given
leave,giving
leave,leaded
leave,leaved
leave,left
leave,willing
leave,exit
leave,imparting
leave,leave-taking
leave,leave of absence
leave,led
leave,result
leave,allow
leave,allow for
leave,bequeath
leave,entrust
leave,forget
leave,get out
leave,go away
leave,go forth
leave,go out
leave,leave alone
leave,leave behind
leave,pass on
leave,provide
leave,pull up stakes
leaven,leavened
leaven,proved
leaven,proven
leaven,raised
lebensraum,living space
lech,lecher
lech,letch
lech,satyr
lechatelierite,quartz
lechatelierite,quartz glass
lechatelierite,vitreous silica
lecher,letch
lecher,satyr
lechwe,kobus leche
lectern,reading desk
lector,reader
lecture,jawed
lecture,ragged
lecture,raging
lecture,berating
lecture,chiding
lecture,public lecture
lecture,rebuke
lecture,reprimand
lecture,reproof
lecture,scold
lecture,speech
lecture,talk
lecture,talking to
lecture,trouncing
lecture,bawl out
lecture,call down
lecture,call on the carpet
lecture,chew out
lecture,chew up
lecture,dress down
lecture,have words
lecture,lambast
lecture,remonstrate
lecture,take to task
ledge,shelf
ledger,leger
ledger line,leger line
lee tide,leeward tide
leech,bleeding
leech,parasite
leech,sponge
leech,sponger
leech,phlebotomise
leech,phlebotomize
leechee,lichee
leechee,lichi
leechee,litchee
leechee,litchi
leechee,litchi nut
leechee,lychee
leek,allium porrum
leek,scallion
leer,leering
leer,sneer
leeward side,to leeward
leeway,margin
leeway,tolerance
leflunomide,arava
left-handed pitcher,left-hander
left-handed pitcher,lefthander
left-handed pitcher,lefty
left-handed pitcher,southpaw
left-handedness,sinistrality
left-hander,lefthander
left-hander,lefty
left-hander,southpaw
left atrioventricular valve,mitral valve
left atrium,left atrium of the heart
left brain,left hemisphere
left field,leftfield
left gastric vein,vena gastrica sinistra
left stage,stage left
lefteye flounder,lefteyed flounder
lefthander,lefty
lefthander,southpaw
lefty,southpaw
leg,peg
leg,pegleg
leg,ramification
leg,stage
leg,wooden leg
leg covering,leging
legal assistant,paralegal
legal community,legal profession
legal document,legal instrument
legal document,official document
legal guardian,trustee
legal holiday,national holiday
legal holiday,public holiday
legal instrument,official document
legal opinion,opinion
legal proceeding,proceeding
legal tender,stamp
legalisation,legalization
legalisation,legitimation
legalization,legitimation
legate,official emissary
legerdemain,magic trick
legerdemain,thaumaturgy
legerdemain,trick
leghorn,panama
leghorn,panama hat
leghorn,sailor
leghorn,skimmer
leghorn,straw hat
legibility,readability
legionary,legionnaire
legionella,legionella pneumophilia
legislative assembly,legislative body
legislative assembly,legislature
legislative body,legislature
legume,leguminous plant
legume family,fabaceae
legume family,family fabaceae
legume family,family leguminosae
legume family,leguminosae
legume family,pea family
lei,wreath
leipoa,leipoa ocellata
leipoa,lowan
leipoa,mallee fowl
leishmaniasis,leishmaniosis
leishmaniasis americana,american leishmaniasis
leishmaniasis americana,mucocutaneous leishmaniasis
leishmaniasis americana,nasopharyngeal leishmaniasis
leishmaniasis americana,new world leishmaniasis
leisure,leisure time
leitmotif,leitmotiv
lemanderin,citrus limonia
lemanderin,rangpur
lemanderin,rangpur lime
lemon,citrus limon
lemon,lemon tree
lemon,lemon yellow
lemon,maize
lemon,stinker
lemon-scented gum,eucalyptus citriodora
lemon-scented gum,eucalyptus maculata citriodora
lemon-wood,lemon-wood tree
lemon-wood,lemonwood
lemon-wood,lemonwood tree
lemon-wood,psychotria capensis
lemon-wood tree,lemonwood
lemon-wood tree,lemonwood tree
lemon-wood tree,psychotria capensis
lemon balm,melissa officinalis
lemon balm,sweet balm
lemon butter,meuniere butter
lemon cheese,lemon curd
lemon geranium,pelargonium limoneum
lemon grass,lemongrass
lemon grass,lemongrass oil
lemon lily,hemerocallis flava
lemon lily,hemerocallis lilio-asphodelus
lemon mint,mentha citrata
lemon mint,monarda citriodora
lemon peel,lemon rind
lemon shark,negaprion brevirostris
lemon sole,english sole
lemon sole,microstomus kitt
lemon sole,parophrys vitulus
lemon sole,pseudopleuronectes americanus
lemon sole,solea lascaris
lemon sole,winter flounder
lemon sumac,rhus aromatica
lemon tree,citrus limon
lemon yellow,maize
lemongrass,lemongrass oil
lemonwood,lemonwood tree
lemonwood,psychotria capensis
lemonwood tree,calycophyllum candidissimum
lemonwood tree,psychotria capensis
lender,loaner
length of service,longevity
lengthening,perpetuation
lengthening,prolongation
lengthening,protraction
lengthiness,prolongation
lengthiness,protraction
lenience,lenity
lenience,mildness
lenity,mildness
lens,lens of the eye
lens,lens system
lens,lense
lens cap,lens cover
lens implant,iol
lens maker,optician
lens nucleus,nucleus
lens system,lense
lenten rose,helleborus orientalis
lenticular nucleus,lentiform nucleus
lentil,lens culinaris
lentil,lentil plant
lentil plant,lens culinaris
lentisk,mastic
lentisk,mastic tree
lentisk,pistacia lentiscus
leoncita,lion marmoset
leoncita,lion monkey
leoncita,tamarin
leopard,panthera pardus
leopard's-bane,leopardbane
leopard cat,felis bengalensis
leopard frog,rana pipiens
leopard frog,spring frog
leopard lily,belamcanda chinensis
leopard lily,lilium catesbaei
leopard lily,lilium pardalinum
leopard lily,panther lily
leopard lily,pine lily
leopard lily,tiger lily
leotard,unitard
leper lily,fritillaria meleagris
leper lily,snake's head fritillary
lepidopteran,lepidoptera
lepidopteran,lepidopteron
lepidopteran,lepidopterous insect
lepidopterist,lepidopterologist
lepidopterology,lepidoptery
lepidopteron,lepidoptera
lepidopteron,lepidopterous insect
lepidopterous insect,lepidoptera
leporid,leporid mammal
leprosy,hansen's disease
leprosy bacillus,mycobacterium leprae
leptodactylid,leptodactylid frog
leptospirosis,swamp fever
lese majesty,treason
lesser anteater,tamandu
lesser anteater,tamandua
lesser anteater,tamandua tetradactyla
lesser bullrush,narrow-leaf cattail
lesser bullrush,narrow-leaved reedmace
lesser bullrush,soft flag
lesser bullrush,typha angustifolia
lesser burdock,arctium minus
lesser butterfly orchid,habenaria bifolia
lesser butterfly orchid,platanthera bifolia
lesser calamint,calamintha nepeta
lesser calamint,calamintha nepeta glantulosa
lesser calamint,satureja calamintha glandulosa
lesser calamint,satureja nepeta
lesser celandine,pilewort
lesser celandine,ranunculus ficaria
lesser centaury,centaurium minus
lesser duckweed,lemna minor
lesser galangal,alpinia officinalis
lesser galangal,alpinia officinarum
lesser hemlock,aethusa cynapium
lesser knapweed,centaurea nigra
lesser kudu,tragelaphus imberbis
lesser panda,ailurus fulgens
lesser panda,panda
lesser panda,red panda
lesser peritoneal cavity,omental bursa
lesser prairie chicken,tympanuchus pallidicinctus
lesser rhomboid muscle,musculus rhomboideus minor
lesser rhomboid muscle,rhomboid minor muscle
lesser rorqual,balaenoptera acutorostrata
lesser rorqual,minke whale
lesser rorqual,piked whale
lesser scaup,aythya affinis
lesser scaup,lesser scaup duck
lesser scaup duck,aythya affinis
lesser spearwort,ranunculus flammula
lesser twayblade,listera cordata
lesser whitethroat,sylvia curruca
lesser whitethroat,whitethroat
lesser wintergreen,pyrola minor
lesser yellow trefoil,shamrock
lesser yellow trefoil,trifolium dubium
lesser yellowlegs,tringa flavipes
lesson,object lesson
let,leased
let,net ball
let,permit
let,rent
let,allow
letch,satyr
lethargic encephalitis,sleeping sickness
lethargic encephalitis,sleepy sickness
lethargy,phlegm
lethargy,sluggishness
letter,lettered
letter,letter of the alphabet
letter,missive
letter,varsity letter
letter bomb,package bomb
letter bomb,parcel bomb
letter box,mailbox
letter box,po box
letter box,pob
letter box,post-office box
letter box,postbox
letter carrier,mail carrier
letter carrier,mailman
letter carrier,postman
letter of mark and reprisal,letter of marque
letter of mark and reprisal,letters of marque
letter of marque,letters of marque
letter opener,paper knife
letter opener,paperknife
letter paper,stationery
letterpress,relief printing
lettuce,lolly
lettuce,loot
lettuce,moolah
lettuce,pelf
lettuce,scratch
lettuce,shekels
lettuce,simoleons
lettuce,sugar
lettuce,wampum
letup,lull
leucaemia,leukaemia
leucaemia,leukemia
leucocyte,leukocyte
leucocyte,wbc
leucocyte,white blood cell
leucocyte,white blood corpuscle
leucocyte,white cell
leucocyte,white corpuscle
leucocytosis,leukocytosis
leucocytozoan,leucocytozoon
leucoma,leukoma
leucopenia,leukopenia
leucorrhea,leukorrhea
leucotomy,leukotomy
leucotomy,lobotomy
leucotomy,prefrontal leucotomy
leucotomy,prefrontal leukotomy
leucotomy,prefrontal lobotomy
leukaemia,leukemia
leukocyte,wbc
leukocyte,white blood cell
leukocyte,white blood corpuscle
leukocyte,white cell
leukocyte,white corpuscle
leukotomy,lobotomy
leukotomy,prefrontal leucotomy
leukotomy,prefrontal leukotomy
leukotomy,prefrontal lobotomy
levallorphan,lorfan
lever,prying
lever,jimmies
lever,lever tumbler
lever,prise
lever scale,steelyard
leverage,leveraging
leverage,purchase
levodopa,bendopa
levodopa,brocadopa
levodopa,l-dopa
levodopa,larodopa
levy,imposed
levy,raised
levy,levy en masse
levy,recruit
lewdness,obscenity
lewdness,salaciousness
lewdness,salacity
lexical ambiguity,polysemy
lexicalisation,lexicalization
lexicographer,lexicologist
lexicon,mental lexicon
lexicon,vocabulary
ley,pasture
ley,pastureland
liaison,link
libber,women's liberationist
libber,women's rightist
libeler,vilifier
liberalisation,relaxation
liberty,shore leave
library,program library
library,subroutine library
library catalog,library catalogue
licence,certified
licence,licenced
licence,licensed
licence,license
licence,permit
license,certified
license,licenced
license,licensed
license,permission
license,permit
license fee,license tax
license fee,licensing fee
license number,registration number
license plate,numberplate
license tax,licensing fee
licensed practical nurse,lpn
licensed practical nurse,practical nurse
licentiousness,looseness
licentiousness,profligacy
licentiousness,wantonness
lichee,lichi
lichee,litchee
lichee,litchi
lichee,litchi chinensis
lichee,litchi nut
lichee,litchi tree
lichee,lychee
lichee,nephelium litchi
lichen planus,lichen ruber planus
lichgate,lychgate
lichi,litchee
lichi,litchi
lichi,litchi nut
lichi,lychee
lick,bated
lick,bats
lick,licked
lick,solved
lick,working
lick,wrought
lick,clobber
lick,cream
lick,drubbing
lick,poke
lick,punch
lick,salt lick
lick,slug
lick,thrash
lick,figure out
lick,lap up
lick,puzzle out
lick,work out
licorice,glycyrrhiza glabra
licorice,liquorice
licorice fern,polypodium glycyrrhiza
licorice stick,b-flat clarinet
lid,palpebra
lie,lay
lie,rested
lie,dwelling
lie,prevarication
lie,consist
lie,lie down
lie,lie in
lie-abed,slugabed
liege subject,liegeman
liege subject,vassal
liegeman,vassal
lien,spleen
lienal artery,splenic artery
lieu,place
lieu,stead
lieutenant,police lieutenant
lieutenant colonel,light colonel
lieutenant junior grade,lieutenant jg
life,life-time
life,life history
life,life sentence
life,life story
life,lifespan
life,lifetime
life,liveliness
life,spirit
life,sprightliness
life-of-man,american spikenard
life-of-man,aralia racemosa
life-of-man,petty morel
life-style,life style
life-style,lifestyle
life-style,modus vivendi
life-support system,life support
life-time,lifespan
life-time,lifetime
life assurance,life insurance
life belt,life buoy
life belt,life ring
life belt,lifesaver
life belt,safety belt
life belt,safety harness
life buoy,life ring
life buoy,lifesaver
life force,vital force
life force,vitality
life history,life story
life jacket,life vest
life line,lifeline
life line,line of life
life principle,vital principle
life raft,carling float
life ring,lifesaver
life style,lifestyle
life style,modus vivendi
lifeguard,lifesaver
lifelessness,motionlessness
lifeline,line of life
lifespan,lifetime
lifestyle,modus vivendi
lift,abstract
lift,elevated
lift,hooked
lift,lifted
lift,overturned
lift,pinched
lift,plagiarised
lift,plagiarized
lift,raised
lift,rear
lift,reverse
lift,risen
lift,rising
lift,rose
lift,rustless
lift,rustling
lift,sneak
lift,winded
lift,wound
lift,cabbage
lift,countermand
lift,hoist
lift,repeal
lift,revoke
lift,rhytidectomy
lift,rhytidoplasty
lift,ski lift
lift,ski tow
lift,swipe
lift,uprising
lift,annul
lift,arise
lift,bring up
lift,come up
lift,face-lift
lift,filch
lift,get up
lift,go up
lift,move up
lift,nobble
lift,pilfer
lift,purloin
lift,rescind
lift,snarf
lifter,shoplifter
ligamentum teres uteri,round ligament of the uterus
light-emitting diode,led
light-o'-love,light-of-love
light-year,light year
light beam,ray
light beam,ray of light
light beam,shaft
light beam,shaft of light
light bread,white bread
light bulb,lightbulb
light circuit,lighting circuit
light company,power company
light company,power service
light cream,single cream
light meter,photometer
light opera,operetta
light reflex,miosis
light reflex,myosis
light reflex,pupillary reflex
light speed,cs
light speed,speed of light
light whipping cream,whipping cream
lightheadedness,vertigo
lightheartedness,lightsomeness
lighthouse,pharos
lightlessness,total darkness
lightning arrester,spike arrester
lightning arrester,spike suppressor
lightning arrester,surge protector
lightning arrester,surge suppressor
lightning conductor,lightning rod
lightsomeness,nimbleness
lightwood,acacia melanoxylon
ligneous plant,woody plant
lignite,wood coal
lignum vitae,guaiacum officinale
likelihood,likeliness
liliopsid,monocot
liliopsid,monocotyledon
liliopsid family,monocot family
liliopsid genus,monocot genus
lilt,lilting
lily-of-the-valley tree,japanese andromeda
lily-of-the-valley tree,pieris japonica
lily family,family liliaceae
lily family,liliaceae
lily of the valley,convallaria majalis
lily of the valley,may lily
lily turf,lilyturf
lily turf,liriope muscari
lilyturf,liriope muscari
lima bean,lima bean plant
lima bean,phaseolus limensis
lima bean,phaseolus lunatus
lima bean,sieva bean
lima bean plant,phaseolus limensis
limb,tree branch
limber pine,pinus flexilis
limbic brain,limbic system
limbic brain,visceral brain
limbic system,visceral brain
limbo,oblivion
lime,citrus aurantifolia
lime,lime hydrate
lime,lime tree
lime,linden
lime,linden tree
lime,quicklime
lime,slaked lime
lime,unslaked lime
lime hydrate,slaked lime
lime tree,citrus aurantifolia
lime tree,linden
lime tree,linden tree
limelight,public eye
limelight,spotlight
limen,threshold
limestone fern,gymnocarpium robertianum
limestone fern,northern oak fern
limestone salamander,hydromantes brunus
limey,john bull
limicoline bird,shore bird
limicoline bird,shorebird
limit point,point of accumulation
limited company,ld.
limited company,ltd.
limited review,review
limitlessness,unboundedness
limner,portrait painter
limner,portraitist
limning,line drawing
limpidity,lucidity
limpidity,pellucidity
limpkin,aramus pictus
linac,linear accelerator
linage,lineage
linchpin,lynchpin
linchpin,mainstay
lincomycin,lincocin
linden,linden tree
linden family,family tiliaceae
linden family,tiliaceae
lindy,lindy hop
line,delineate
line,described
line,drawn
line,lined
line,draw
line,drew
line,line of business
line,line of credit
line,line of descent
line,line of merchandise
line,line of products
line,line of reasoning
line,line of work
line,lineage
line,logical argument
line,melodic line
line,melodic phrase
line,note
line,parentage
line,personal credit line
line,personal line of credit
line,phone line
line,pipeline
line,product line
line,production line
line,rail line
line,railway line
line,seam
line,short letter
line,stemma
line,subscriber line
line,telephone circuit
line,telephone line
line,trace
line,transmission line
line,tune
line,wrinkle
line,run along
line-at-a-time printer,line printer
line-drive double,line double
line-drive single,line single
line-drive triple,line triple
line-shooter,vaunter
line backer,linebacker
line block,line engraving
line block,linecut
line drive,liner
line engraving,linecut
line of business,line of merchandise
line of business,line of products
line of business,product line
line of credit,personal credit line
line of credit,personal line of credit
line of defence,line of defense
line of descent,lineage
line of descent,parentage
line of descent,stemma
line of destiny,line of fate
line of destiny,line of saturn
line of fate,line of saturn
line of gab,patter
line of gab,spiel
line of heart,love line
line of heart,mensal line
line of inquiry,line of questioning
line of latitude,parallel of latitude
line of least resistance,path of least resistance
line of merchandise,line of products
line of merchandise,product line
line of poetry,line of verse
line of products,product line
line of reasoning,logical argument
line of scrimmage,scrimmage line
line of sight,line of vision
line organisation,line organization
line roulette,roulette
lineage,parentage
lineage,stemma
linear measure,linear unit
linear perspective,perspective
linear regression,rectilinear regression
linearity,one-dimensionality
lineation,outline
linebacker blitzing,safety blitz
lined snake,tropidoclonion lineatum
lineman,linemen
lineman,linesman
linen,linen paper
liner,ocean liner
linesman,linemen
ling,calluna vulgaris
ling,ling ko
ling,lota lota
ling,molva molva
ling,scots heather
ling,trapa bicornis
ling ko,trapa bicornis
lingberry,lingenberry
lingberry,lingonberry
lingberry,mountain cranberry
lingberry,vaccinium vitis-idaea
lingcod,ophiodon elongatus
lingenberry,lingonberry
lingenberry,mountain cranberry
lingenberry,vaccinium vitis-idaea
lingerer,loiterer
lingering,tarriance
lingo,patois
lingo,slang
lingonberry,lowbush cranberry
lingonberry,mountain cranberry
lingonberry,vaccinium vitis-idaea
lingua,tongue
lingual vein,vena lingualis
linguine,linguini
linguist,linguistic scientist
linguistic string,string of words
linguistic string,word string
link,associate
link,connected
link,joined
link,linked
link,related
link,tied
link,united
link,linkup
link,nexus
link,radio link
link,tie
link,tie-in
link,yoke
link,colligate
link,link up
link,tie in
link-attached station,link-attached terminal
link-attached station,remote station
link-attached station,remote terminal
link-attached terminal,remote station
link-attached terminal,remote terminal
linkage group,linked genes
linkboy,linkman
linkup,tie
linkup,tie-in
linnet,carduelis cannabina
linnet,carpodacus mexicanus
linnet,lintwhite
lino,linoleum
linoleic acid,linolic acid
linoleum cutter,linoleum knife
lintwhite,carduelis cannabina
lion,panthera leo
lion,social lion
lion's-ear,leonotis nepetaefolia
lion's-ear,leonotis nepetifolia
lion's beard,american pasqueflower
lion's beard,american pulsatilla
lion's beard,anemone ludoviciana
lion's beard,eastern pasque flower
lion's beard,prairie anemone
lion's beard,pulsatilla patens
lion's beard,wild crocus
lion's foot,nabalus serpentarius
lion's foot,prenanthes serpentaria
lion marmoset,lion monkey
lion marmoset,tamarin
lion monkey,tamarin
liothyronine,t
liothyronine,triiodothyronine
lip,mouth
lip,rim
lip,sass
lip fern,lipfern
lip rouge,lipstick
lip sync,lip synch
lip sync,lip synchronisation
lip sync,lip synchronization
lip synch,lip synchronisation
lip synch,lip synchronization
lip synchronisation,lip synchronization
lipaemia,lipemia
lipaemia,lipidaemia
lipaemia,lipidemia
lipaemia,lipoidaemia
lipaemia,lipoidemia
lipectomy,selective lipectomy
lipemia,lipidaemia
lipemia,lipidemia
lipemia,lipoidaemia
lipemia,lipoidemia
lipid,lipoid
lipid-lowering medication,lipid-lowering medicine
lipid-lowering medication,statin
lipid-lowering medication,statin drug
lipid-lowering medicine,statin
lipid-lowering medicine,statin drug
lipid granulomatosis,lipoid granulomatosis
lipid granulomatosis,xanthoma multiplex
lipid granulomatosis,xanthomatosis
lipidaemia,lipidemia
lipidaemia,lipoidaemia
lipidaemia,lipoidemia
lipidemia,lipoidaemia
lipidemia,lipoidemia
lipochondrodystrophy,hurler's disease
lipochondrodystrophy,hurler's syndrome
lipoid granulomatosis,xanthoma multiplex
lipoid granulomatosis,xanthomatosis
lipoidaemia,lipoidemia
liposuction,suction lipectomy
lipstick plant,aeschynanthus radicans
liquid assets,quick assets
liquid crystal display,lcd
liquid ecstasy,georgia home boy
liquid ecstasy,max
liquid ecstasy,scoop
liquid ecstasy,soap
liquid measure,liquid unit
liquid oxygen,lox
liquidambar,sweet gum
liquidity crisis,squeeze
liquor,john barleycorn
liquor,pot likker
liquor,pot liquor
liquor,strong drink
liquor licence,liquor license
liquor store,off-licence
liquor store,package store
liquorice,glycyrrhiza glabra
lira,italian lira
lira,maltese lira
lira,turkish lira
lisinopril,prinival
lisinopril,zestril
lisle,lisle thread
lissomeness,litheness
lissomeness,suppleness
list,listed
list,naming
list,heel
list,number
list,tilt
list-processing language,lisp
list system,scrutin de liste
list system,scrutin de liste system
listening,hearing
lister,lister plough
lister,lister plow
lister,middle buster
lister,middlebreaker
lister plough,lister plow
lister plough,middle buster
lister plough,middlebreaker
lister plow,middle buster
lister plow,middlebreaker
listeria meningitis,listeriosis
listlessness,torpidity
listlessness,torpor
lit crit,literary criticism
litchee,litchi
litchee,litchi nut
litchee,lychee
litchi,litchi chinensis
litchi,litchi nut
litchi,litchi tree
litchi,lychee
litchi,nephelium litchi
litchi nut,lychee
litchi tree,litchi chinensis
litchi tree,nephelium litchi
literal error,misprint
literal error,typo
literal error,typographical error
literary composition,literary work
literary genre,writing style
literary pirate,pirate
literary pirate,plagiarist
litheness,suppleness
lithium,li
lithium carbonate,eskalith
lithium carbonate,lithane
lithium carbonate,lithonate
lithograph,lithograph machine
lithology,petrology
lithophyte,lithophytic plant
lithops,living stone
lithops,stone-face
lithops,stone life face
lithops,stone plant
lithops,stoneface
litmus,litmus test
litoral,littoral zone
litotes,meiosis
litter,littered
litter-basket,litter basket
litter-basket,litterbin
litter-bearer,stretcher-bearer
litter basket,litterbin
litter lout,litterbug
little-head snakeweed,gutierrezia microcephala
little-leaf fig,botany bay fig
little-leaf fig,ficus rubiginosa
little-leaf fig,port jackson fig
little-leaf fig,rusty rig
little auk,plautus alle
little barley,hordeum pusillum
little black ant,monomorium minimum
little blue heron,egretta caerulea
little brown bat,little brown myotis
little brown bat,myotis leucifugus
little brown myotis,myotis leucifugus
little chief hare,ochotona princeps
little club moss,spike moss
little club moss,spikemoss
little clubmoss,lycopodium selago
little clubmoss,mountain clubmoss
little dictionary,pocket dictionary
little egret,egretta garzetta
little finger,pinkie
little golden zinnia,zinnia grandiflora
little grebe,podiceps ruficollis
little owl,athene noctua
little potato,rosette
little potato,russet scab
little potato,stem canker
little skate,raja erinacea
little slam,small slam
